#Types Before Cut: 11091
#Types After Cut: 9690
#Search Hits: 0
1046	17	8.277	самый
1047	11	8.122	взял
1048	11	8.122	всеми
1049	7	8.108	говорим
1050	7	8.108	знал
1051	7	8.108	настолько
1052	7	8.108	началась
1053	7	8.108	начинается
1054	7	8.108	нашем
1055	7	8.108	нашли
1056	7	8.108	стоят
1057	7	8.108	улица
1058	7	8.108	франции
1059	6	8.068	автобус
1060	6	8.068	ездил
1061	6	8.068	играет
1062	6	8.068	лучший
1063	6	8.068	рождения
1064	6	8.068	штук
1065	3	7.910	adv
1066	3	7.910	day
1067	3	7.910	gen
1068	3	7.910	plen
1069	3	7.910	автобусов
1070	3	7.910	автобусы
1071	3	7.910	аж
1072	3	7.910	амаретто
1073	3	7.910	архитектурой
1074	3	7.910	атмосфера
1075	3	7.910	африке
1076	3	7.910	балетную
1077	3	7.910	бар
1078	3	7.910	беби
1079	3	7.910	бедно
1080	3	7.910	бежит
1081	3	7.910	безумно
1082	3	7.910	белорусском
1083	3	7.910	беру
1084	3	7.910	бесполезно
1085	3	7.910	библиофил
1086	3	7.910	благо
1087	3	7.910	блять
1088	3	7.910	болезнь
1089	3	7.910	буквами
1090	3	7.910	бэ
1091	3	7.910	вайновский
1092	3	7.910	вами
1093	3	7.910	вареньем
1094	3	7.910	вдвоем
1095	3	7.910	ведёт
1096	3	7.910	везло
1097	3	7.910	вернули
1098	3	7.910	весна
1099	3	7.910	вечер
1100	3	7.910	взрослый
1101	3	7.910	визы
1102	3	7.910	викинги
1103	3	7.910	вкусно
1104	3	7.910	внизу
1105	3	7.910	вода
1106	3	7.910	возьму
1107	3	7.910	войной
1108	3	7.910	вспомнил
1109	3	7.910	встретила
1110	3	7.910	встретить
1111	3	7.910	встречают
1112	3	7.910	выполняешь
1113	3	7.910	высокодинамичный
1114	3	7.910	героя
1115	3	7.910	геру
1116	3	7.910	геша
1117	3	7.910	гимназия
1118	3	7.910	гитару
1119	3	7.910	глухарь
1120	3	7.910	гм
1121	3	7.910	говард
1122	3	7.910	горбачёва
1123	3	7.910	городке
1124	3	7.910	горы
1125	3	7.910	гравитация
1126	3	7.910	грамм
1127	3	7.910	гуглили
1128	3	7.910	даа
1129	3	7.910	двенадцати
1130	3	7.910	девяностые
1131	3	7.910	девяностых
1132	3	7.910	девятом
1133	3	7.910	девятьсот
1134	3	7.910	деда
1135	3	7.910	декорации
1136	3	7.910	дениса
1137	3	7.910	держи
1138	3	7.910	джи
1139	3	7.910	дизайн
1140	3	7.910	днк
1141	3	7.910	добираться
1142	3	7.910	добрый
1143	3	7.910	доехал
1144	3	7.910	доехало
1145	3	7.910	домики
1146	3	7.910	дочерью
1147	3	7.910	душе
1148	3	7.910	евреев
1149	3	7.910	еле
1150	3	7.910	жалко
1151	3	7.910	женский
1152	3	7.910	женщин
1153	3	7.910	забивается
1154	3	7.910	заговора
1155	3	7.910	задают
